kim,branch,state,city,address,zipcode,longitude,latitude,phone
스타벅스,마리오아울렛점,서울특별시,금천구,서울특별시 금천구 벚꽃로 266,153717,126.8850681,37.47843551,02-567-5746
스타벅스,고대점,서울특별시,성북구,서울특별시 성북구 인촌로24길 51,136075,127.029689,37.58391819,02-567-5747
스타벅스,노원역점,서울특별시,노원구,서울특별시 노원구 동일로 1413,139200,127.0600017,37.65475991,02-567-5748
스타벅스,서울시청점,서울특별시,중구,서울특별시 중구 을지로 19,100842,126.9799417,37.56629791,02-567-5749
스타벅스,상명아트홀점,서울특별시,종로구,서울특별시 종로구 동숭길 133,110809,127.0027155,37.58336,02-567-5750
스타벅스,지에스타워점,서울특별시,강남구,서울특별시 강남구 논현로 508,135080,127.0372774,37.50188574,02-567-5751
스타벅스,서소문점,서울특별시,중구,서울특별시 중구 서소문로 130,100814,126.9755101,37.56340323,02-567-5752
스타벅스,회기역사거리점,서울특별시,동대문구,서울특별시 동대문구 이문로 37,130881,127.0560164,37.59084445,02-567-5753
스타벅스,논현역점,서울특별시,서초구,서울특별시 서초구 강남대로 557,137905,127.0206276,37.51153431,02-567-5754
스타벅스,왕십리역점,서울특별시,성동구,서울특별시 성동구 왕십리로 326,133882,127.0338801,37.56274199,02-567-5755
스타벅스,동부이촌동점,서울특별시,용산구,서울특별시 용산구 이촌로 198,140030,126.9690527,37.52107002,02-567-5756
스타벅스,여의도한양증권점,서울특별시,영등포구,서울특별시 영등포구 국제금융로6길 7,150884,126.9290886,37.52239936,02-567-5757
스타벅스,교대점,서울특별시,서초구,서울특별시 서초구 서초중앙로 118,137070,127.014217,37.49238766,02-567-5758
스타벅스,선릉역점,서울특별시,강남구,서울특별시 강남구 테헤란로 334,135080,127.0485159,37.5039411,02-567-5759
스타벅스,서초중앙로점,서울특별시,서초구,서울특별시 서초구 서초중앙로 225,137040,127.0115392,37.50165515,02-567-5760
스타벅스,영등포점,서울특별시,영등포구,서울특별시 영등포구 영중로 15,150034,126.9039142,37.51721267,02-567-5761
스타벅스,서울극장점,서울특별시,종로구,서울특별시 종로구 돈화문로 13,110420,126.9916457,37.56968726,02-567-5762
스타벅스,종로관철점,서울특별시,종로구,서울특별시 종로구 종로12길 21,110111,126.9859827,37.5690711,02-567-5763
스타벅스,압구정역2점,서울특별시,강남구,서울특별시 강남구 논현로 841,135892,127.0278969,37.52404691,02-567-5764
스타벅스,천호이마트점,서울특별시,강동구,서울특별시 강동구 천호대로 1015-14,134020,127.1251976,37.5389633,02-567-5765
스타벅스,양재역점,서울특별시,서초구,서울특별시 서초구 강남대로 202,137130,127.0368501,37.48232032,02-567-5766
스타벅스,서소문로점,서울특별시,중구,서울특별시 중구 서소문로 120,100735,126.9746449,37.56293619,02-567-5767
스타벅스,서울역동자동점,서울특별시,용산구,서울특별시 용산구 한강대로 372,140170,126.9729093,37.55166709,02-567-5768
스타벅스,강남II점,서울특별시,서초구,서울특별시 서초구 서초대로77길 27,137070,127.0254816,37.50011306,02-567-5769
스타벅스,연대점,서울특별시,서대문구,서울특별시 서대문구 연세로 35,120834,126.9366956,37.55871702,02-567-5770
스타벅스,현대목동점,서울특별시,양천구,서울특별시 양천구 목동동로 257,158724,126.8746818,37.52714654,02-567-5771
스타벅스,여의도알리안츠점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 147,150978,126.9278277,37.51881077,02-567-5772
스타벅스,이마트본사점,서울특별시,성동구,서울특별시 성동구 뚝섬로 377,133120,127.053479,37.53992399,02-567-5773
스타벅스,방배역점,서울특별시,서초구,서울특별시 서초구 방배로 84,137060,126.9976309,37.48198508,02-567-5774
스타벅스,이마빌딩점,서울특별시,종로구,서울특별시 종로구 종로1길 42,110755,126.9789664,37.57389426,02-567-5775
스타벅스,천호역점,서울특별시,강동구,서울특별시 강동구 천호대로 1012,134030,127.1241328,37.5380904,02-567-5776
스타벅스,갤러리아팰리스점,서울특별시,송파구,서울특별시 송파구 올림픽로 212,138791,127.0944673,37.51066377,02-567-5777
스타벅스,SKTTOWER점,서울특별시,중구,서울특별시 중구 을지로 65,100999,126.9851123,37.56647763,02-567-5778
스타벅스,경기대점,서울특별시,서대문구,서울특별시 서대문구 충정로 53,120722,126.9646165,37.5637407,02-567-5779
스타벅스,건대스타씨티점,서울특별시,광진구,서울특별시 광진구 아차산로 262,143730,127.0729442,37.53699681,02-567-5780
스타벅스,구의역점,서울특별시,광진구,서울특별시 광진구 아차산로 373,143200,127.0840104,37.53700208,02-567-5781
스타벅스,은평구청입구점,서울특별시,은평구,서울특별시 은평구 은평로 170,122010,126.9266481,37.6010829,02-567-5782
스타벅스,보라매대교점,서울특별시,관악구,서울특별시 관악구 보라매로3길 23,151706,126.9255222,37.49103758,02-567-5783
스타벅스,강남구점,서울특별시,강남구,서울특별시 강남구 강남대로78길 14,135080,127.0305366,37.49489249,02-567-5784
스타벅스,큰길타워점,서울특별시,강남구,서울특별시 강남구 테헤란로 223,135914,127.0406526,37.50239076,02-567-5785
스타벅스,종암점,서울특별시,성북구,서울특별시 성북구 종암로28길 40,136859,127.0342762,37.60130987,02-567-5786
스타벅스,가락본동점,서울특별시,송파구,서울특별시 송파구 송파대로30길 13,138160,127.1187684,37.49488077,02-567-5787
스타벅스,충무로역점,서울특별시,중구,서울특별시 중구 퇴계로 197,100272,126.9939076,37.56142598,02-567-5788
스타벅스,강남대로점,서울특별시,강남구,서울특별시 강남구 강남대로 456,135080,127.0255555,37.5031322,02-567-5789
스타벅스,상암MBC점,서울특별시,마포구,서울특별시 마포구 성암로 267,121904,126.8909658,37.5811105,02-567-5790
스타벅스,현대미아점,서울특별시,성북구,서울특별시 성북구 동소문로 315,136719,127.0287256,37.60839154,02-567-5791
스타벅스,역삼대로점,서울특별시,강남구,서울특별시 강남구 테헤란로 211,135080,127.0392228,37.50187455,02-567-5792
스타벅스,남부터미널점,서울특별시,서초구,서울특별시 서초구 서초중앙로 26,137918,127.0169304,37.4846702,02-567-5793
스타벅스,은평이마트점,서울특별시,은평구,서울특별시 은평구 은평로 111,122010,126.9204912,37.60081951,02-567-5794
스타벅스,영동2교점,서울특별시,서초구,서울특별시 서초구 논현로 139,137130,127.0425756,37.48198841,02-567-5795
스타벅스,압구정2점,서울특별시,강남구,서울특별시 강남구 압구정로42길 32,135896,127.0347168,37.52683303,02-567-5796
스타벅스,무교동점,서울특별시,중구,서울특별시 중구 무교로 19,100772,126.9789728,37.56762308,02-567-5797
스타벅스,사가정역점,서울특별시,중랑구,서울특별시 중랑구 면목로 310,131200,127.0879606,37.57962529,02-567-5798
스타벅스,올리브타워점,서울특별시,중구,서울특별시 중구 세종대로9길 41,100737,126.9729802,37.5613449,02-567-5799
스타벅스,태평로점,서울특별시,중구,서울특별시 중구 세종대로 72,100864,126.9767791,37.56248617,02-567-5800
스타벅스,신도림테크노마트점,서울특별시,구로구,서울특별시 구로구 새말로 97,152725,126.8902076,37.50703804,02-567-5801
스타벅스,기술센터점,서울특별시,강남구,서울특별시 강남구 테헤란로 305,135780,127.0437621,37.50333505,02-567-5802
스타벅스,쌍문역점,서울특별시,도봉구,서울특별시 도봉구 도봉로 480,132040,127.0348687,37.64834884,02-567-5803
스타벅스,망원역점,서울특별시,마포구,서울특별시 마포구 월드컵로 74,121896,126.9107064,37.55576797,02-567-5804
스타벅스,뉴코아반포점,서울특별시,서초구,서울특별시 서초구 잠원로 51,137711,127.0074239,37.50923454,02-567-5805
스타벅스,명동메트로점,서울특별시,중구,서울특별시 중구 명동9가길 14,100845,126.9837157,37.56512306,02-567-5806
스타벅스,평창점,서울특별시,종로구,서울특별시 종로구 평창문화로 51,110847,126.9667633,37.60579292,02-567-5807
스타벅스,새명동점,서울특별시,중구,서울특별시 중구 명동8나길 19,100011,126.9838724,37.56108774,02-567-5808
스타벅스,KBS동문점,서울특별시,영등포구,서울특별시 영등포구 국회대로62길 25,150874,126.9176966,37.52631416,02-567-5809
스타벅스,신세계강남점,서울특별시,서초구,서울특별시 서초구 신반포로 176,137726,127.0023932,37.50393001,02-567-5810
스타벅스,고대안암병원점,서울특별시,성북구,서울특별시 성북구 인촌로 73,136705,127.0263415,37.58709834,02-567-5811
스타벅스,명동MPLAZA점,서울특별시,중구,서울특별시 중구 명동8길 27,100809,126.9851546,37.56252242,02-567-5812
스타벅스,교대법원점,서울특별시,서초구,서울특별시 서초구 서초중앙로 164,137070,127.013362,37.49635417,02-567-5813
스타벅스,서울여대점,서울특별시,노원구,서울특별시 노원구 화랑로 621,139774,127.088969,37.62877599,02-567-5814
스타벅스,강남비젼타워점,서울특별시,강남구,서울특별시 강남구 테헤란로2길 27,135080,127.0296792,37.49648032,02-567-5815
스타벅스,순화동더샵점,서울특별시,중구,서울특별시 중구 칠패로 27,100130,126.9720218,37.56025531,02-567-5816
스타벅스,광교점,서울특별시,종로구,서울특별시 종로구 청계천로 59,110111,126.9841734,37.5689294,02-567-5817
스타벅스,신세계아이엔씨점,서울특별시,구로구,서울특별시 구로구 디지털로31길 61,152050,126.8915267,37.48590289,02-567-5818
스타벅스,당산역점,서울특별시,영등포구,서울특별시 영등포구 당산로 231,150809,126.901874,37.53446668,02-567-5819
스타벅스,마로니에공원점,서울특별시,종로구,서울특별시 종로구 대학로 116,110809,127.002321,37.58152755,02-567-5820
스타벅스,국민은행여의도점,서울특별시,영등포구,서울특별시 영등포구 국제금융로8길 26,150758,126.9278776,37.5208566,02-567-5821
스타벅스,도산가로수길점,서울특별시,강남구,서울특별시 강남구 도산대로 134,135010,127.0233685,37.51734176,02-567-5822
스타벅스,대우증권점,서울특별시,영등포구,서울특별시 영등포구 국제금융로 56,150716,126.9297009,37.52230579,02-567-5823
스타벅스,도심공항터미널점,서울특별시,강남구,서울특별시 강남구 테헤란로87길 22,135728,127.0594268,37.50962404,02-567-5824
스타벅스,광나루점,서울특별시,광진구,서울특별시 광진구 아차산로 607,143809,127.1060879,37.54730812,02-567-5825
스타벅스,동빙고점,서울특별시,용산구,서울특별시 용산구 장문로 12,140809,126.9917868,37.52897024,02-567-5826
스타벅스,길동역점,서울특별시,강동구,서울특별시 강동구 양재대로 1487,134813,127.1400238,37.53871178,02-567-5827
스타벅스,구역삼세무서점,서울특별시,강남구,서울특별시 강남구 논현로 401,135080,127.0388807,37.49591579,02-567-5828
스타벅스,구로호텔점,서울특별시,구로구,서울특별시 구로구 디지털로32길 72,152050,126.8988373,37.48317801,02-567-5829
스타벅스,강남GT타워점,서울특별시,서초구,서울특별시 서초구 서초대로 411,137070,127.0259036,37.49809817,02-567-5830
스타벅스,삼성2점,서울특별시,강남구,서울특별시 강남구 테헤란로104길 9,135280,127.065231,37.50858885,02-567-5831
스타벅스,건대입구점,서울특별시,광진구,서울특별시 광진구 능동로 107,143914,127.0707145,37.54069162,02-567-5832
스타벅스,롯데캐슬여의도점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 127,150936,126.9261637,37.52046259,02-567-5833
스타벅스,신세계도곡점,서울특별시,강남구,서울특별시 강남구 언주로30길 57,135270,127.0541634,37.48929922,02-567-5834
스타벅스,반포역점,서울특별시,서초구,서울특별시 서초구 나루터로4길 61,137797,127.013448,37.50958236,02-567-5835
스타벅스,타임스퀘어B2점,서울특별시,영등포구,서울특별시 영등포구 영중로 15,150034,126.9039142,37.51721267,02-567-5836
스타벅스,이태원입구점,서울특별시,용산구,서울특별시 용산구 이태원로 140-1,140200,126.9894227,37.53395986,02-567-5837
스타벅스,영등포본동점,서울특별시,영등포구,서울특별시 영등포구 영등포로 254,150033,126.909583,37.51867077,02-567-5838
스타벅스,오류동역점,서울특별시,구로구,서울특별시 구로구 경인로 216,152100,126.8448498,37.49620515,02-567-5839
스타벅스,숭례문점,서울특별시,중구,서울특별시 중구 세종대로 17,100998,126.9732441,37.55861704,02-567-5840
스타벅스,써머셋팰리스,서울특별시,종로구,서울특별시 종로구 율곡로2길 7,110885,126.9812267,37.57500405,02-567-5841
스타벅스,명동5점,서울특별시,중구,서울특별시 중구 명동8가길 3-1,100861,126.9852338,37.56169414,02-567-5842
스타벅스,안국점,서울특별시,종로구,서울특별시 종로구 북촌로 5-1,110250,126.9856325,37.57736668,02-567-5843
스타벅스,도곡역점,서울특별시,강남구,서울특별시 강남구 남부순환로 2909,135280,127.0573953,37.4921724,02-567-5844
스타벅스,삼성점,서울특별시,강남구,서울특별시 강남구 테헤란로 443,135090,127.0555809,37.50694425,02-567-5845
스타벅스,종로YBM점,서울특별시,종로구,서울특별시 종로구 삼일대로 394,110122,126.9880113,37.56973726,02-567-5846
스타벅스,역삼점,서울특별시,강남구,서울특별시 강남구 테헤란로 203,135977,127.0377338,37.50157409,02-567-5847
스타벅스,가산그레이트점,서울특별시,금천구,서울특별시 금천구 디지털로9길 32,153709,126.8872665,37.4796276,02-567-5848
스타벅스,건대병원점,서울특별시,광진구,서울특별시 광진구 능동로 120-1,143729,127.0720432,37.54122468,02-567-5849
스타벅스,경기빌딩점,서울특별시,중구,서울특별시 중구 남대문로10길 6,100210,126.9832279,37.56686688,02-567-5850
스타벅스,홍대역점,서울특별시,마포구,서울특별시 마포구 양화로 165,121756,126.9235995,37.55720174,02-567-5851
스타벅스,랜드마크점,서울특별시,강남구,서울특별시 강남구 강남대로 308,135080,127.0318013,37.49065888,02-567-5852
스타벅스,IFC몰점,서울특별시,영등포구,서울특별시 영등포구 국제금융로 10,150945,126.9248631,37.52517222,02-567-5853
스타벅스,광나루역점,서울특별시,광진구,서울특별시 광진구 아차산로 563,143813,127.102912,37.54413034,02-567-5854
스타벅스,제일은행본점,서울특별시,종로구,서울특별시 종로구 종로 47,110702,126.9824231,37.57111286,02-567-5855
스타벅스,경복궁역점,서울특별시,종로구,서울특별시 종로구 자하문로4길 6,110040,126.9726157,37.57717301,02-567-5856
스타벅스,역삼이마트점,서울특별시,강남구,서울특별시 강남구 역삼로 310,135080,127.0484061,37.49922769,02-567-5857
스타벅스,삼성서울병원점,서울특별시,강남구,서울특별시 강남구 일원로 81,135710,127.0895788,37.49033434,02-567-5858
스타벅스,포스코사거리점,서울특별시,강남구,서울특별시 강남구 삼성로 518,135974,127.056219,37.50836401,02-567-5859
스타벅스,선릉점,서울특별시,강남구,서울특별시 강남구 테헤란로64길 18,135280,127.0511761,37.50376427,02-567-5860
스타벅스,목동7단지점,서울특별시,양천구,서울특별시 양천구 목동서로 213,158717,126.8705959,37.52800858,02-567-5861
스타벅스,이대점,서울특별시,서대문구,서울특별시 서대문구 이화여대길 34,120808,126.945924,37.55843936,02-567-5862
스타벅스,상수역점,서울특별시,마포구,서울특별시 마포구 독막로 88,121829,126.9232071,37.54750297,02-567-5863
스타벅스,코엑스2점,서울특별시,강남구,서울특별시 강남구 영동대로 513,135798,127.0591391,37.51182033,02-567-5864
스타벅스,삼성역점,서울특별시,강남구,서울특별시 강남구 영동대로96길 8,135090,127.063193,37.51056404,02-567-5865
스타벅스,신월ICDT점,서울특별시,양천구,서울특별시 양천구 남부순환로 430,158090,126.8321965,37.52951826,02-567-5866
스타벅스,자양사거리점,서울특별시,광진구,서울특별시 광진구 아차산로 355,143190,127.0825464,37.53736014,02-567-5867
스타벅스,홍대공원점,서울특별시,마포구,서울특별시 마포구 와우산로 83,121837,126.9232454,37.55191842,02-567-5868
스타벅스,을지병원사거리점,서울특별시,강남구,서울특별시 강남구 논현로 752,135010,127.0286278,37.5191512,02-567-5869
스타벅스,조선호텔후문점,서울특별시,중구,서울특별시 중구 남대문로7길 19,100070,126.9807573,37.56376402,02-567-5870
스타벅스,대학로점,서울특별시,종로구,서울특별시 종로구 대학로 122,110809,127.002233,37.58218456,02-567-5871
스타벅스,강남점,서울특별시,강남구,서울특별시 강남구 강남대로 408,135080,127.0275177,37.49921076,02-567-5872
스타벅스,한티점,서울특별시,강남구,서울특별시 강남구 선릉로64길 18,135280,127.0537151,37.49794579,02-567-5873
스타벅스,양평동점,서울특별시,영등포구,서울특별시 영등포구 선유동2로 57,150967,126.8968599,37.53381625,02-567-5874
스타벅스,청담역점,서울특별시,강남구,서울특별시 강남구 삼성로 646,135090,127.051147,37.51767632,02-567-5875
스타벅스,오목교사거리점,서울특별시,양천구,서울특별시 양천구 오목로 350,158050,126.8762541,37.52414303,02-567-5876
스타벅스,중랑중랑점,서울특별시,중랑구,서울특별시 중랑구 상봉로 131,131220,127.0925055,37.59787046,02-567-5877
스타벅스,선유도역점,서울특별시,영등포구,서울특별시 영등포구 양평로 115,150867,126.8945908,37.53730008,02-567-5878
스타벅스,한국프레스센터점,서울특별시,중구,서울특별시 중구 세종대로 124,100745,126.9778549,37.56741517,02-567-5879
스타벅스,여의도역점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 83,150724,126.9234298,37.52335708,02-567-5880
스타벅스,서울타워점,서울특별시,용산구,서울특별시 용산구 남산공원길 105,140833,126.9878557,37.55111136,02-567-5881
스타벅스,방배점,서울특별시,서초구,서울특별시 서초구 방배로 211,137060,126.9905093,37.49194417,02-567-5882
스타벅스,국민은행명동점,서울특별시,중구,서울특별시 중구 남대문로 84,100845,126.9828281,37.56463787,02-567-5883
스타벅스,문정로데오점,서울특별시,송파구,서울특별시 송파구 동남로 141,138160,127.126233,37.49189964,02-567-5884
스타벅스,남산스테이트점,서울특별시,중구,서울특별시 중구 퇴계로 100,100052,126.9829111,37.56019644,02-567-5885
스타벅스,논현힐탑점,서울특별시,강남구,서울특별시 강남구 논현로 648,135010,127.032255,37.5115851,02-567-5886
스타벅스,명동미래점,서울특별시,중구,서울특별시 중구 명동7길 8,100021,126.9845324,37.56416598,02-567-5887
스타벅스,여의도호성점,서울특별시,영등포구,서울특별시 영등포구 여의대방로65길 24,150890,126.9292751,37.52043677,02-567-5888
스타벅스,현대디큐브B2점,서울특별시,구로구,서울특별시 구로구 경인로 662,152706,126.8884846,37.50805804,02-567-5889
스타벅스,천호이마트점,서울특별시,강동구,서울특별시 강동구 천호대로 1017,134783,127.1251325,37.53871953,02-567-5890
스타벅스,명동중앙로점,서울특별시,중구,서울특별시 중구 명동길 60,100809,126.9857377,37.56376186,02-567-5891
스타벅스,반포역점,서울특별시,서초구,서울특별시 서초구 신반포로 257,137797,127.0119225,37.50861449,02-567-5892
스타벅스,중앙대점,서울특별시,동작구,서울특별시 동작구 흑석로 75-1,156861,126.9581289,37.50693583,02-567-5893
스타벅스,국회의사당역점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 8,150874,126.9168822,37.5278655,02-567-5894
스타벅스,미아뉴타운점,서울특별시,강북구,서울특별시 강북구 삼양로 161,142150,127.0211081,37.61838418,02-567-5895
스타벅스,목동오목로점,서울특별시,양천구,서울특별시 양천구 오목로 279,158050,126.8683761,37.52591494,02-567-5896
스타벅스,신당역사거리점,서울특별시,중구,서울특별시 중구 다산로 258,100879,127.0164407,37.56594086,02-567-5897
스타벅스,연세세브란스점,서울특별시,중구,서울특별시 중구 통일로 10,100753,126.9736159,37.5570885,02-567-5898
스타벅스,송파방이DT점,서울특별시,송파구,서울특별시 송파구 오금로 241,138836,127.1205658,37.50650884,02-567-5899
스타벅스,영등포KT점,서울특별시,영등포구,서울특별시 영등포구 영중로 119,150030,126.9050191,37.52675594,02-567-5900
스타벅스,목동8단지점,서울특별시,양천구,서울특별시 양천구 목동서로 299,158885,126.868819,37.520558,02-567-5901
